Company Name,Company URL,About,Summary,Industry,Location
Chainguard,https://www.linkedin.com/company/chainguard-dev/,,"Chainguard is the trusted source for open source. By delivering hardened, secure, and production-ready builds of all the open source software engineers rely on, Chainguard helps organizations build faster, stay compliant, and eliminate risk. Its customers include Fortune 500 enterprises and global industry leaders...",Computer and Network Security,"Kirkland, WA"
DXC Technology,https://www.linkedin.com/company/dxctechnology/,,Impossible. Delivered • Specialties: Insurance Software and BPS,IT Services and IT Consulting,"Ashburn, Virginia"
PETADATA,https://www.linkedin.com/company/petadata/,,"..., financial services, insurance, retail, healthcare, manufacturing, and independent software vendors sectors.  PETADATA  services include application development...","Technology, Information and Internet","Fremont, California"
TransPerfect,https://www.linkedin.com/company/transperfect/,,Specialties: Software Localization and Testing,Translation and Localization,"New York, NY"
MT BYTES,https://www.linkedin.com/company/mtbytes/,,"...a global powerhouse in Software Development, AI Consulting, IT Infrastructure & Cloud Solutions, Cybersecurity, Remote IT Support, Digital Marketing, and Design...",IT Services and IT Consulting,"New York, NY"
ABC Fitness,https://www.linkedin.com/company/abc-fitness/,,"With four decades of experience behind us, we’ve brought together a suite of best-in-class platforms and a diverse, global, united team. We are now the only fit tech company on the planet that provides software for any fitness business, of any size, anywhere in the world.   We know you have a passionate vision...",Wellness and Fitness Services,"Sherwood, Arkansas"
CareStack™ - Dental Practice Management,https://www.linkedin.com/company/carestack/,,Complete Cloud-based Dental Software,Hospitals and Health Care,"Orlando, FL"
"Astir IT Solutions, Inc.",https://www.linkedin.com/company/astir-it/,,...to solve their business problems and increase their operational efficiency.     Astir IT provides solutions that address:  • IT Staffing  • Software Development...,Information Technology & Services,"South Plainfield, NJ"
Carestream Dental,https://www.linkedin.com/company/carestream-dental/,,...-class oral healthcare devices; Swissmeda offers market-leading clinical software and services; and Sensei includes best-in-class practice management software...,Medical Equipment Manufacturing,"Atlanta, Georgia"
AppSierra,https://www.linkedin.com/company/appsierra/,,Software Testing | Product Development - Build High Quality Web And Mobile Apps,IT Services and IT Consulting,"Lewes, Delaware"
EdCast by Cornerstone,https://www.linkedin.com/company/edcast/,,"Work Smarter, Achieve More, Be Future-Ready • Specialties: Enterprise Software",Software Development,"Mountain View, California"
Coinbase,https://www.linkedin.com/company/coinbase/,,Specialties: Software,Financial Services,Remote First
Packsize,https://www.linkedin.com/company/packsize/,,"...for highly efficient packaging environments. Our corrugated machine systems, proprietary software, workflow design solutions, and services deliver Right-sized Packaging...",Packaging and Containers Manufacturing,"Salt Lake City, UT"
Distillery,https://www.linkedin.com/company/distillery-tech/,,Premier nearshore software development accelerating velocity with elite AI-powered engineers and agile experts.,IT Services and IT Consulting,"Manhattan Beach, California"
Revalize,https://www.linkedin.com/company/revalize/,,Idea-to-cash solutions that help drive revenue at thousands of organizations around the world • Specialties: Software Development,Software Development,"Jacksonville, Florida"
Zyxware Technologies,https://www.linkedin.com/company/zyxware-technologies/,,...and leadership in their categories since 2006.  We are an organization with a strong commitment to the ideals of Free Software. Our commitment to Free Software has driven us to be one of the leading contributors to Drupal globally and many other initiatives to strengthen the global Free Software community.,Information Technology & Services,"Round Rock, Texas"
AI at Meta,https://www.linkedin.com/company/aiatmeta/,,"Together with the AI community, we’re pushing boundaries through open science to create a more connected world • Specialties: software development",Research Services,"Menlo Park, California"
Highspot,https://www.linkedin.com/company/highspot/,,The sales enablement platform that improves the productivity of your reps • Specialties: Sales Enablement Software,Software Development,"Seattle, Washington"
"Pyramid Consulting, Inc",https://www.linkedin.com/company/pyramid-consulting/,,"Supercharge your future with talent, technology & training • Specialties: software testing",IT Services and IT Consulting,Worldwide
Eliassen Group,https://www.linkedin.com/company/eliassen-group/,,Specialties: Software Engineering,Business Consulting and Services,"Reading, MA"
Harbinger Group,https://www.linkedin.com/company/harbinger-group/,,Building Innovative Products and Solutions Transforming the Way People Work and Learn • Specialties: Software Services,Software Development,"Redmond, WA"
Reputation,https://www.linkedin.com/company/reputation-com/,,Reputation empowers companies to fulfill their brand promise by managing their reputation performance in real-time • Specialties: Customer Experience Management Software,Software Development,"San Ramon, California"
OnlineJobs.PH,https://www.linkedin.com/company/onlinejobs-ph/,,"Creating Freedom: Build Your Dream, Outsource Smartly • Specialties: Filipino software developers",Outsourcing and Offshoring Consulting,"Lehi, Utah"
Multilingual Interpreters and Translators,https://www.linkedin.com/company/multilingualint/,,"...software applications, a platform that manages all of our employees, administration staff, reports, operations and all Language management around the Globe...",Translation and Localization,"Winter Haven, Florida"
"Sage Intacct, Inc.",https://www.linkedin.com/company/sageintacct/,,Specialties: Financial Software,Software Development,"San Jose, CA"
Jivox,https://www.linkedin.com/company/jivox/,,"We combine creative, data + media with generative AI to streamline commerce media and personalized marketing • Specialties: business-to-business (B2B) software",Software Development,"San Mateo, CA"
RTX,https://www.linkedin.com/company/rtx/,,Specialties: cyber and software solutions,Aviation and Aerospace Component Manufacturing,"Arlington, VA"
Ellevation Education,https://www.linkedin.com/company/ellevation-education/,,The nation's leading K–12 software solution designed for educators and districts to support English learners.,Education Administration Programs,"Boston, Massachusetts"
Lusha,https://www.linkedin.com/company/lushadata/,,Get your sales streaming • Specialties: Lead Generation Software,Software Development,"Boston, Massachusetts"
Rivian,https://www.linkedin.com/company/rivian/,,Keep the world adventurous forever • Specialties: software,Motor Vehicle Manufacturing,"Irvine, California"
Thycotic,https://www.linkedin.com/company/thycotic-software-ltd/,,"Thycotic is now Delinea, providing privileged access management (PAM) solutions for seamless security. Visit delinea.com • Specialties: Information Security Software",Software Development,"San Francisco, California"
"Leapfrog Technology, Inc.",https://www.linkedin.com/company/lftechnology/,,"Building digital experiences of tomorrow by innovating better, faster • Specialties: Custom Software Development",Software Development,"Seattle, WA"
Emerson's Automation Technologies & Solutions,https://www.linkedin.com/company/emerson-automation-solutions/,,Specialties: industrial software,Automation Machinery Manufacturing,"Round Rock, Texas"
Bidgely,https://www.linkedin.com/company/bidgely/,,AI-Powered Solutions for Utilities • Specialties: Consumer Software,Software Development,"Mountain View, California"
TechnologyAdvice,https://www.linkedin.com/company/technologyadvice/,,B2B technology and software advice from the experts who use it.,"Technology, Information and Media","Nashville, Tennessee"
